Tweet,Username,AverageAnnotation
cause sometimes i wanna say fuck the world and fuck you.,WhosDarek,-1.8
 never taper properly. often come away thinking i could've done better. ndw ain't gonna be perfect but gotta give it a shot.,theMonkeySmokes,-0.25
 so you accept the figures &amp; are now going to justify the cause?fair enough.why was it necessary for you &amp; your mates to get rich,5stringpaul,-0.2
#makesexawkwardin5words i realized i'm into dudes. xd,DOUGyystyle,0.0
 failure to predict the meta/not enough dragons. also the deck is supposedly very difficult to play.,Aethien,-1.25
 <sad> i just wanna play basketball every once i awhile.. #thanksforcrushingmydreams,CatieKing21,0.4
 i have to admit i'm an xbox girl. forgive me padre,skyesailing,0.0
the word 'gnat': badly designed. not suitable for impassioned comparisons.,robertwicke,-1.25
download my free guide book and learn how to take time out from your 9 to 5.,Leanne_Lindsey,1.25
the best thing that ever happened was when ariana sang at the white house. i'm still not over it,sassbuteraXO,0.8
i'm ready for #nbaplayoffs so bad today but not bad enough to watch that first game. i'm skipping it.,CLF_423,0.2
fraser forster: southampton can kick on after chelsea draw: fraser forster says his confidence is high af...,i4_southampton,1.5
this man u line up has got me scared for this clash against arsenal... hopefully moyes knows what he is doing ... for once,sirgrantmorris,-1.0
my only regret for 2014 is that i didn't tell enough people to fuck off.,Shannon_Paige16,-1.8
 a lot of things annoy me .. it's life lol,dandreal_,-0.8
the only thing scarier than the idea of jeb bush becoming president is someone letting mark cuban play the role. #scaryshit #downwithwasps,JessiKersi,-1.75
sasquatch has been replaced by rudolph as my one true love,Valkyrie_V,0.8
 i've lost 4 followers bc of our egg talk bye,twiglet3000,-0.8
geez 30 minutes babysitting my godson and he already broke something lol #timeout !,sunara_11,0.0
 from what i hear they did last round when puck was dropped.. not sure how accurate that is but believable,d_izzzle,-0.25
managed to escape a master hangover #fresh,_morgan___,-0.6
 he has yet to show up in my liberal studies so here's to hoping it stays that way,_karasunos,0.25
 good riddance. the rich and famous have been given a get-out-of-punishment-free card for long enough. let's see justice served.,OpportunCity,0.4
 when did you like mlp thou,peabunnytree,0.0
i'm crying at worldstar right now,Tiana_Cubana,-0.75
i give up. i can't do this to myself anymore. it'll just hurt me even more...,PeachHayden,-2.5
so what do i do when i'm tired and completely brain dead? i pin lots of things to the book's pinterest board,aliettedb,0.0
 shut up!! lol,Yadi_cheers15,-0.25
 love it thanks,afooltocry,0.6
 are you excited though?,rdelvillano,0.6
to all you deviants be safe tonight. don't get caught by the man. personally i'll just be going to bed though. have a good one guys,They_call_me_po,0.2
listening to phil simms in spanish is my own personal hell,bubafettt,-1.8
a4: ask your pln! sometimes. i was totally stumped. and a fellow student-teacher. or twitter. saved me! #ulps1,MeaganFL,0.2
good morning! happy monday!! welcome.to all my new friends!,HOLAcademy,1.4
 hey ryan are you goin out to the tower district tomorrow night?,cheriebeme03,0.8
 &gt; from above and the distance it looks like an odd man walking in smog.. no.. searching &lt;,aromaticBayonet,-0.2
 i literally just got it from big w. its just a plain ol bra with a shitton of padding. cis girl friend did my measurements well,yessequitur,0.75
: #sagittarius do what feels right in the moment and worry about consequences later.,JessicaLisyus_,0.25
 //- nurturing parent is not going to make him homosexual. dude loves raven and wants to grow up to be me.<love>,Bonnibel_Peebs,1.25
xxx . love neil,adorb_zayn,1.2
japanese zoo very sorry after naming baby monkey after newborn princess charlotte,canada_agent,0.6
always be good and kind and loving.,_JessicaHo_,2.25
 oh yess this day is spcl happy kamli anniversary,barkha_as,1.4
all praise is his.,Awes_ma,1.4
engage your child in the process of brainstorming ways to improve the community.,_DearParents_,1.75
 i agree mate muje b arsha wapas chaiye vo b together,barkha_as,0.6
. you really are a vile little racist turd - is it in the conservative genes? yes. yes it is!,knoxkp,-0.25
 probably. if the truth were known. from it's establishment.,5stringpaul,0.0
 holy shit! ;_;,SkippyCinematic,-0.2
 katie no i's too early for cryong over mcr,thrdplanet,0.0
it was so nice to escape the horrible heat and enjoy the awesome weather of redondo beach. i finally got a chance to relax and get better,80zNick,2.0
you can disagree with me to high heaven but it wont ever stop my investigations &amp; considerations. fuck. off me dawg.,CharMeLoDi,-0.8
 wow! gorgeous! enjoy!,tsinspired,1.4
omg people piss me the fuck offffffffffffffff dont yell in my face becuz u thiiinkkkkkk ur right when 2/3 people understand it and u dont,YaGirlMeeks,-1.4
 thanks for the movie treat earlier! wohoh! t.c.,iammaxcorpuz,2.0
also thanks to all the smash fans that stopped by and nerded out about the pro smash scene. you guys are awesome. my wife doesn't get it.,IamArg,0.6
 good luck! fingers crossed for you.,MikeAlexander86,2.2
 opera for what? :o bakit di ako informed? kailangan ba natin maging textmates? haha,hellohanina,0.5
do you need money? if you feel like you need money. then according to the law of attraction you will continue...,abundancetap,0.8
 hi. how'd the move go? southgate auction house. auction every monday. hope you're all well?,bar_bint,1.2
my sister makes giving her a bath way harder than it should be,zoelyoung5,-0.4
 nobody will ever be able to recreate heath ledger's amazing joker. but jared leto will give us a great one. i'm sure.,YellowCranePr,0.8
a #readingpa man is one of 2 delivery drivers suing pizza hut for better wages.,AdamRichterRE,0.2
baltimore is about to make me cry,SimmonsJonah,-1.4
everybody's tweeting positive things about h under #harrynobodycomparestoyou but i don't need to bc everyday i tweet about how amazing he is,alllovehes,2.2
the sound of an f-16 screaming by over my head sends vibrations down my spine and i get the biggest freedom boner.,rscotty67,1.25
my dad is making baked potatoes and its making my day 20x better,toraye_,2.0
love is better than anger. hope is better than fear. optimism is better than despair. so let us be loving. hopeful and optimistic. repost,chocoaddict23,2.2
okay. i stand corrected. these images are more representative of farming in america......,susanwiggs,1.5
 much better. where is panda though?,asmallmind,0.2
 this makes no sense #sosblakaustralia,supergoodlus,-0.6
im stupid. cant be trusted guy.,yongshun095,-2.0
 i've tried she won't talk to me,SimmonsJonah,-1.4
i do what i love but im not good at it,Ch3ryB3ary,-0.6
check out this pic if your a fan of thor in avengers.. !! or just a bored human being.. #followme,DOUGyystyle,0.3333333333333333
i like pickle chips,zoelyoung5,1.0
u don't understand how mad i get when there is a moth in my house,CGommo,-1.0
kiss slowly# laugh insanely# live truly &amp; forgive quickly..,andrealegend,1.6
obsessed with how my bedhead extreme straight conditioner smellsss,tamaragreene12,-0.5
 you are no duff. you are a beautiful fierce ass rad chick!,Sophiaadrianna,-0.4
 petite cane assume ta nature wesh,Alicia_Dkg,0.5
 thanks and return #ff,afooltocry,0.5
the only type of morning that i enjoy. #nightowl,aspiringkennedy,1.5
if anyone still gets on facebook go like and share my on the street page,PhillipJCarter,0.4
you know. sometimes people play hard-to-get because they need to know the other person's feelings are real.,Anitrela,1.0
who tripped the oshawa guy? at any rate this is one hell of a championship game.,theHansonSister,-0.25
lmfaoooo hallie said my life is fucked up cause of these fuckboys tbh so tru,sundaexo,-1.2
 is the best!! thank youuuuu,RobbiZombi,1.0
this is great news. i already use rainy mood. but this might be even better.,dcwarwick,1.2
 so does this mean you've got this awful addiction too? or did you retweet because you found it hilariously weird!,_morgan___,0.0
love my dad muahaha <kiss>,taylorgracex,1.75
ending a hideous day at uni in village lol,twiglet3000,0.6
 i'm glad we agree that calling someone an mra is a personal insult.,wimpysoftheart,0.0
the opposite of love isn't hate. it's indifference,_cha0sxo,-0.75
 without doubt this will be the worst appointment in this cabinet,e4c5,-2.25
two wrongs do not make a right.,theHansonSister,-0.8
duke shouldn't have even been a number one seed. they didn't win the acc regular season or acc tournament and they lost to scrub teams.,PPR_8,-1.0
most heavy-going shift ever. time to get in bed and cry into my pasta.,tatsieff,-0.8
say i won't &amp; i'm sure i'll show you,The_SexiestGoon,0.5
here's the original,LukeReuters,0.6
 i am steadfastly ignoring them in order to retain sanity,_karasunos,-0.8
 i stared for a good 30 seconds and i still don't understand unless u r implying ur a potato,twiglet3000,-0.6
t.i. having feature these days mean he going to be rapping like benjamin button.,Reemaveli,0.4
on the edge of failing math,_JessicaHo_,-0.8
fuck the royal family!,ChrisRafc1995,-2.25
thank you 4  mt fav &gt; ,DTNEtiquette,0.5
our friends are having a peel party &amp; you're invited! stop by now thru 9/1 to reveal radiantly beautiful skin.,lovephilosophy,1.6666666666666667
listen to chiraq freestyle - damilliman by da milli man #np on #soundcloud,Reemaveli,0.2
me and my boyfriend are stoners but on the small occasions when we drink. understand we b lit as fuck.,_KayleeTho,-0.25
 there had to be advantage of microsoft windows somewhere...,asmallmind,1.0
 i freaking love #forever though. <sad>,AllThingsMSR,0.4
fuck you fuck you fuck you,Sug_arPlum_,-2.25
 yeah cos his win ratio would've improved if they'd drawn... ???,TomBlott,0.2
 i played the demo on xbl. what are the artifacts do/how do you use them? #ffxiii2,xchrisxchaosx,0.75
being reasonable and being angry,aliettedb,-0.6
start off small though bcus i'll probably pass out or something. ha!,quartermaaster,0.4
 that would be excellent - definitely something to think about. excited! all depends on our schedule + cost. though,HelenStratigos1,1.5
i definitely think i should be able to take sunny to the ymca pool. just sayin,surmerntha,1.0
tbh he probably is but nothing is certain,BUCK_MONEYY,0.4
we debuted in march '96 (we're 18) with purity. hope in a jar. amazing grace. kiss me. shelter &amp; the coloring book #triviatuesday #philobday,lovephilosophy,2.0
bia kase eh haha,annepute,-0.2
 can you tweet me more of the group pictures w/o the effects please?,wtvcaitlyn,0.25
i hope he is doing good at his tournament :3,xSteph_aniee,0.6
well. i'm no longer watching the game. only because brother ryan will spend the next 45 minutes bitching about falcao. again.,Harrison101HD,-1.5
i constantly say okay when talking with my parents just to get them to shut up.,ryansgaybies,-0.2
also hello my name's eleanor and i've played animal crossing for almost two and a half hours over the course of today,Cinnacorn,0.75
11:11 tony perry love me,pixjeperry,0.6
walan hardcore lohei hahahahah,azimahtan,0.8
my world lost all it's color and stopped turning long ago. #deadbot,Demonic_Abigail,-2.0
it's good practice! <laugh>,SkippyCinematic,0.75
but at the same time he needed to chill with that cause i actually have the body of a potato and a small heart murmur and anxiety,Sophiaadrianna,0.2
 itching for dem rewards eh?,TheFlamicon,0.5
 ... they sure do. especially with lovely local photographers <happy>)<kiss>,Happy_Boho,1.25
grand view. mackinac island 15x22 watercolor sold. sandra l. strohschein. holland. michigan usa,sandystrohs,0.0
#toulouse is forever bae,sassbuteraXO,0.6
he likes his girls bbw,aishamariea,0.2
southampton must 'strengthen in the centre-forward department'. says matt le tissier: former southampton ...,i4_southampton,0.4
