Tweet,labels_for_settingB
i have a feeling that the someone might be replaced by another with great --,0
empty tarmac of the airport specifically designed to destroy wild life.,0
grease is the word and musical returns is the phrase at pottstown high school.,1
i'm up for an adventure today,1
 fuck you haha,0
 i'm not. sorry. down in north yorkshire. apologies. but city seats do tend to be low turnout.,0
1st place trophy.?! i think soooo! #fortwaynecompetition #yesplease,1
okay okay there's good &amp; bad cops... now when do we realize the fed gov't is a (completely) broken system?,0
i miss my family <sad>,0
the answer was a definite yes.,1
.....lol. you grew up!! plus i didn't look at the picture. just the name.,1
teaching the nursery kids dance today in college has been the highlight of my week. toddlers are just the best kind of people.,1
lol homework and quiz due in like an hour and a half and only on the 4th question. haven't even started the quiz. fuuuuuuuck me. <happy>,0
queue looks empty from here is stage door happening already,1
-like yes i do realise i am a lot luckier than others for actually having my dad alive/well and i do know that but honestly before youjudge-,1
i suck &amp; fuck &amp; finger you. but you want me to cling to you. and i ain't asking you to change. because i know i can't jingle you.,0
 good omen for us. #halamadrid,1
ain't shit i can do while the weather is acting up . fucking kills my movements,0
oh happy day! #soulmates,1
a feminist advocates or supports the rights and equality of women.,1
 she winced at those words; lost another child. she could empathize. yeah..yeah. i can do something. i think... bonnibel-,0
 is awesome. and no one can stop his awesomeness.,1
leaving town just picked up my parents. god bless our road trip. on our way sis!!,1
my mom thinks big butts are unattractive,0
 is hilarious. original. intelligent. his name sounds like he could be a super hero. and i greatly appreciate his existence. <kiss>,1
 glad to see you guys are back!,1
 finally fulfilled his destiny. he was beating phil taylor with nine-darters eight years ago at age 17/18. bet he's feeling champion.,1
god fucking dammit verlander,0
 i was just saying that that's a crazy low place to be in mentally. but that's neither here nor there,0
 omg let's make them be friends so maybe she will be like her,1
 good thing you're the adult,1
im good not gonna lie,1
i la la la la love so much i'd die for her.,1
 is this seriously legit?,0
my head is killing me.,0
 no. be proud!,1
 i am too! thanks so much!,1
really proud of our fandom #bestfandomca2015 directioners,1
 thank you! <happy>,1
oh ok. thanks for the follow.,1
me happy easter. blaze it and praise it ingalls blaze it and shut the fuck up,0
fuck around with a heartbreaker,0
 words cannot describe my excitement for sunday. goodness gracious. i'm keen to see the earl grey selections,1
i have so many consoles and games and expensive art stuff etc but my computer is like my most important and valuable posession tbh,1
thinking back over this winter and realizing the one of best parts was soaking my feet in a tub with ,1
be strong. you could do this,1
 i do too and love the platform to reach out to others. that's why keep trying to make others watch them,1
i hope your was good.,1
thank you so much to those who came to the 'human rights at the heart of penal policy' conference . thanks to ,1
 *hefts flamethrower* you're right <happy>,1
word hombre. #bless! : preciate dat. i haven't heard u bt i heard abt u frm sum1 i respect! salute,1
i fucking hate that trans care in the us is so shit that some people are practically forced into diy.,0
 agreed; we're trending the right direction and making progress imho,1
#saskpolytech faculty and staff at regina campus gather in the foyer for carols and christmas treats. #gottalent,1
omg my grandmom is crazy,0
dont seem happy at all lately,0
 after working on my mind for the last year it's time to focus on my body for a bit.,1
: bari with a strong second place showing in the 3 ball contest. ,1
 haha guess it's time to make today a fun day,1
 i know we will! we can't fail and we won't. in the end. we laugh knowing what we accomplished,1
i don't even want some of my friendships no more but i feel bad saying that,0
our cyber monday gift is officially sold out! you can still find more great offers on,1
it is so helpful having male friends that can shed light on situations.,1
i miss u,0
and i hate that you don't think i belong to ya~,0
god often entrusts us with a little to see what we could do with our lot. we just need to be real.,1
 thank you for being a gentleman to your lovely wife.,1
friends are not needed trust me on that,0
while ontario has ex-dep minister education (liberal) charged w child porn (truly horrifying). media is hyped on duffy family visits+lunches,0
 who fucked clara in the ass?,0
why don't you shut the fuck up?,0
i'm fond of our pet slinky...doesn't need food.,1
 no it wasn't interesting it was depressing because i was aloneee,0
#sagittarius represents two important aspects: athleticism and intellectualism,1
the fuckin shop at the top of the hill is thee last place a want to be goin right now,0
 different and that's completely ok because everyone is different and different opinions are the reason that this,1
nervously picks arm while in a meeting. arm starts to bleed. spends rest of the meeting worrying about how much arm is going to bleed #idiot,0
happy new week x you have so much happiness you can share with the world - embrace it #behappy #bekind #smile <kiss>,1
seriously disappointed today with the lack of rain.i needed a freakin carwash now i have to pay for one! #drought #rain #sandiego #dirtycar,0
all i know is being gay is ok,1
remember #cowx in april 2013? snowstorms saved us from prolonged drought. happy #tbt,1
could use any good vibes/energy for a family member going in for surgery. #tyia,1
 hahahhahaha wushu!!!!! ikaw pa ba you understood and had american humor even before i was born,1
a life spent making mistakes is not only more honorable. but more useful than a life spent doing nothing. -- george bernard shaw,1
 i hate myself so much rn,0
take this opportunity to grow and strengthen the sport. praying for the best for the u23 team of pinas! your time to go #puso in the game!!,1
ran nightfall for the first time in weeks. got twelve strange coins. splendid.,1
why am i wishingn we got back together when you still the same nigha i left? still fucking around with that ugly hoe,0
also how do i convince her that it isn't the fault of some weird satanic shit or wearing dark clothes and liking fandoms,0
 like we did not have enough of her kinds.,0
 this is america. lets remember this before acting like rational thought wins out,0
bewitched. bothered &amp; bewildered -one of the greatest songs ever written. sung by the incomparable ella ftizgerald,1
greek president prokopis pavlopoulos receives the minister of education aristidis baltas. #athenslive ,1
 lol. it's cool. was really just curious. i just noticed them.,1
when you get attacked by a flock of birds&gt;&gt;&gt;&gt;&gt;&gt;,0
don't wear a mask just to impress everyone else. be who you are. just you.,1
